"Activity 
All Accounts 
as of 08/15/2026 at 05:03:37 AM",,,,,,,,,,,
,,,,,,,,,,,
Date,Activity Description,Quantity,Symbol,Price,Amount,Cash Balance,Description,Commission,Fees,Account,Type
Aug-10-2026,YOU SOLD CLOSING TRANSACTION,-10,IGV260821C85,18.7,"18,694.60","1,721,646.11",CALL (IGV) ISHARES TR EXPANDED AUG 21 26 $85 (100 SHS),4.88,0.52,Limited Liability Company *9613,Margin
Aug-10-2026,YOU BOUGHT CLOSING TRANSACTION,10,IGV260821C105,1.7,"-1,705.01","1,702,951.51",CALL (IGV) ISHARES TR EXPANDED AUG 21 26 $105 (100 SHS),4.88,0.13,Limited Liability Company *9613,Margin
Aug-7-2026,YOU BOUGHT CLOSING TRANSACTION,25,GLD260918P335,0.45,"-1,125.33","1,704,656.52",PUT (GLD) SPDR GOLD TR GOLD SEP 18 26 $335 (100 SHS),--,0.33,Limited Liability Company *9613,Margin
Aug-6-2026,YOU SOLD CLOSING TRANSACTION,-6,SPXW260806C7755,1.61,959.99,"1,698,539.06",CALL (SPXW) NEW S & P 500 INDEX AUG 06 26 $7755 (100 SHS),5.93,0.08,Limited Liability Company *9613,Margin
Aug-6-2026,YOU BOUGHT OPENING TRANSACTION,4,SPXW260806C7735,5.79,"-2,320.00","1,697,579.07",CALL (SPXW) NEW S & P 500 INDEX AUG 06 26 $7735 (100 SHS),3.95,0.05,Limited Liability Company *9613,Margin
Aug-6-2026,YOU SOLD CLOSING TRANSACTION,-4,SPXW260806C7735,0.57,224,"1,699,899.07",CALL (SPXW) NEW S & P 500 INDEX AUG 06 26 $7735 (100 SHS),3.95,0.05,Limited Liability Company *9613,Margin
Aug-6-2026,YOU SOLD OPENING TRANSACTION,-10,SPXW260806C7745,2.07,"2,059.99","1,699,675.07",CALL (SPXW) NEW S & P 500 INDEX AUG 06 26 $7745 (100 SHS),9.88,0.13,Limited Liability Company *9613,Margin
Aug-6-2026,YOU BOUGHT CLOSING TRANSACTION,5,SPXW260806C7785,0.25,-125.07,"1,697,615.08",CALL (SPXW) NEW S & P 500 INDEX AUG 06 26 $7785 (100 SHS),--,0.07,Limited Liability Company *9613,Margin
Aug-6-2026,YOU BOUGHT OPENING TRANSACTION,4,SPXW260806C7715,3.57,"-1,432.00","1,697,740.15",CALL (SPXW) NEW S & P 500 INDEX AUG 06 26 $7715 (100 SHS),3.95,0.05,Limited Liability Company *9613,Margin
Aug-6-2026,YOU SOLD OPENING TRANSACTION,-9,SPXW260806C7730,2.15,"1,925.99","1,699,172.15",CALL (SPXW) NEW S & P 500 INDEX AUG 06 26 $7730 (100 SHS),8.89,0.12,Limited Liability Company *9613,Margin
Aug-6-2026,YOU BOUGHT OPENING TRANSACTION,6,SPXW260806C7710,8.6,"-5,166.01","1,697,246.16",CALL (SPXW) NEW S & P 500 INDEX AUG 06 26 $7710 (100 SHS),5.93,0.08,Limited Liability Company *9613,Margin
Aug-6-2026,YOU BOUGHT OPENING TRANSACTION,5,SPXW260806C7725,7.49,"-3,750.01","1,702,412.17",CALL (SPXW) NEW S & P 500 INDEX AUG 06 26 $7725 (100 SHS),4.94,0.07,Limited Liability Company *9613,Margin
Aug-6-2026,YOU SOLD OPENING TRANSACTION,-4,SPX261120C8350,41.52,"16,604.00","1,706,162.18",CALL (SPX) NEW S & P 500 INDEX NOV 20 26 $8350 (100 SHS),3.95,0.05,Limited Liability Company *9613,Margin
Aug-6-2026,YOU BOUGHT OPENING TRANSACTION,2,SPX270617C8450,237.82,"-47,566.01","1,689,558.18",CALL (SPX) NEW S & P 500 INDEX JUN 17 27 $8450 (100 SHS),1.98,0.03,Limited Liability Company *9613,Margin
Aug-6-2026,YOU SOLD CLOSING TRANSACTION,-2,SPX270319C8000,317.82,"63,561.99","1,737,124.19",CALL (SPX) NEW S & P 500 INDEX MAR 19 27 $8000 (100 SHS),1.98,0.03,Limited Liability Company *9613,Margin
Aug-6-2026,YOU SOLD CLOSING TRANSACTION,-4,SPX270319C8000,312.07,"124,824.00","1,673,562.20",CALL (SPX) NEW S & P 500 INDEX MAR 19 27 $8000 (100 SHS),3.95,0.05,Limited Liability Company *9613,Margin
Aug-6-2026,YOU SOLD CLOSING TRANSACTION,-3,SPX270319C8100,261.94,"78,579.00","1,548,738.20",CALL (SPX) NEW S & P 500 INDEX MAR 19 27 $8100 (100 SHS),2.96,0.04,Limited Liability Company *9613,Margin
Aug-6-2026,YOU BOUGHT CLOSING TRANSACTION,4,SPX260821C7650,119.62,"-47,852.00","1,470,159.20",CALL (SPX) NEW S & P 500 INDEX AUG 21 26 $7650 (100 SHS),3.95,0.05,Limited Liability Company *9613,Margin
Aug-6-2026,YOU BOUGHT OPENING TRANSACTION,4,SPX270617C8500,216.07,"-86,432.00","1,518,011.20",CALL (SPX) NEW S & P 500 INDEX JUN 17 27 $8500 (100 SHS),3.95,0.05,Limited Liability Company *9613,Margin
Aug-6-2026,YOU BOUGHT OPENING TRANSACTION,3,SPX270617C8400,251.94,"-75,585.00","1,604,443.20",CALL (SPX) NEW S & P 500 INDEX JUN 17 27 $8400 (100 SHS),2.96,0.04,Limited Liability Company *9613,Margin
